blst,flh,sup,cag,fag,age,inX,outY
0,100.5,7.5,998,901.8,56,0.874165383,3.770228762
0,118.3,5.8,1043.6,754.3,56,0.767303103,3.670460637
0,143.6,0,1005.6,900.9,100,0.992727273,3.636532744
128.5,132.1,8.1,1005.8,746.6,100,1.061212121,4.007696503
129.8,118.6,3.6,1007.3,746.8,100,1.010674157,3.911822739
129.9,128.6,7.8,1006.3,746.6,100,1.048387097,3.982667594
13.6,172.4,4.1,1006.3,856.4,100,0.909512761,3.629129221
50.1,173.5,6.5,1006.2,793.5,100,0.949855908,4.026422292
75.4,167,7.9,1007.3,770.1,100,0.982035928,4.039712112
93.4,159.9,9.7,1007.2,746.6,100,0.99136939,3.930648222
0,125.2,9.9,1079,798.9,100,0.8754598,3.51333466
0,95.7,5.3,948.9,857.2,100,0.7672,3.717466676
0,174.2,11.7,1043.6,771.9,100,0.745667447,3.969536661
0,100.5,7.5,998,901.8,100,0.874165383,3.790532869
0,118.3,5.8,1043.6,754.3,100,0.767303103,3.692622207
24,79,11.6,967,712,28,0.3632287,4.04357719
24,79,11.6,967,712,28,0.3632287,3.793689579
24,79,11.6,967,712,28,0.3632287,3.932217465
24,79,10.3,967,712,28,0.3632287,3.977623211
24,79,11.6,967,712,3,0.3632287,3.565581013
24,79,11.6,967,712,3,0.3632287,3.219675302
24,79,11.6,967,712,3,0.3632287,3.150596785
24,79,11.6,967,712,7,0.3632287,3.951435758
24,79,11.6,967,712,7,0.3632287,3.638112107
24,79,11.6,967,712,7,0.3632287,3.671224287
24,79,11.6,967,712,56,0.3632287,4.112020488
24,79,11.6,967,712,56,0.3632287,4.027848317
24,79,11.6,967,712,56,0.3632287,4.011868087
24,79,10.3,967,712,56,0.3632287,4.003142346
20,94,14.3,938,845,28,0.405684755,3.916811275
20,94,13.9,938,845,28,0.405684755,3.843315565
20,94,11.6,938,845,28,0.405684755,3.843315565
20,94,14.3,938,845,3,0.405684755,3.124564948
20,94,13.9,938,845,3,0.405684755,3.239070328
20,94,11.6,938,845,3,0.405684755,3.548754722
20,94,14.3,938,845,7,0.405684755,3.606583984
20,94,13.9,938,845,7,0.405684755,3.826464876
20,94,11.6,938,845,7,0.405684755,3.72978121
20,94,14.3,938,845,56,0.405684755,4.031404508
20,94,13.9,938,845,56,0.405684755,3.870575571
20,94,11.6,938,845,56,0.405684755,4.118386297
19,97,13.1,967,871,28,0.408450704,3.784870981
19,97,12.3,967,871,28,0.408450704,4.01548146
26,123,3.9,882,699,28,0.427698574,4.017283263
26,123,3.9,822,699,28,0.409368635,4.059062492
26,123,3.9,882,699,3,0.427698574,3.242982696
26,123,3.9,882,699,7,0.427698574,3.511246665
26,123,3.9,882,699,56,0.427698574,4.087487517
26,123,3.9,822,699,3,0.409368635,3.38608353
26,123,3.9,822,699,7,0.409368635,3.635478448
26,123,3.9,822,699,56,0.409368635,4.124873507
22,132,8.5,822,750,28,0.419811321,4.127940251
22,132,8.5,882,750,3,0.419811321,3.466048135
22,132,8.9,822,750,28,0.396226415,4.278053774
22,132,8.5,822,750,7,0.419811321,3.663561415
22,132,8.5,822,750,56,0.419811321,4.185098661
22,132,8.9,822,750,3,0.396226415,3.469167289
22,132,8.9,822,750,7,0.396226415,3.696103066
22,132,8.9,822,750,56,0.396226415,4.308917891
11,141,1.7,942,801,28,1.01980198,3.089677691
11,141,1.7,942,801,3,1.01980198,2.287471311
11,141,1.7,942,801,7,1.01980198,2.712705841
11,141,1.7,942,801,56,1.01980198,3.146304933
15,141,5.5,842,801,28,0.63028169,3.778034127
15,141,5.5,842,801,3,0.63028169,2.595254543
15,141,5.5,842,801,7,0.63028169,3.183455679
15,141,5.5,842,801,56,0.63028169,3.795938287
19,141,10.9,942,801,28,0.428969359,4.14218163
19,141,10.9,942,801,28,0.428969359,4.085807973
19,141,10.9,942,801,3,0.428969359,3.223664138
19,141,10.9,942,801,3,0.428969359,3.162939993
19,141,10.9,942,801,7,0.428969359,3.576550043
19,141,10.9,942,801,7,0.428969359,3.65351108
19,141,10.9,942,801,56,0.428969359,4.23047647
19,141,10.9,942,801,56,0.428969359,4.201403369
0,0,0,838.4,719.7,28,0.5,3.171784017
0,0,0,913.2,895.3,90,0.664359862,3.467920795
0,0,0,913.2,895.3,3,0.664359862,2.455306025
0,0,0,940.6,785.6,3,0.488549618,2.954910093
0,0,0,940.6,785.6,90,0.488549618,3.888754133
0,0,0,940.6,785.6,28,0.488549618,3.678828886
0,0,0,936.2,712.2,28,0.4,3.782824828
0,0,0,936.2,712.2,7,0.4,3.54298603
0,0,0,936.2,712.2,90,0.4,3.994892231
0,0,0,936.2,712.2,3,0.4,3.194582931
0,0,0,931.2,842.6,3,0.576576577,2.748551971
0,0,0,889.8,945,90,0.752941176,3.084658288
0,0,0,889.8,945,7,0.752941176,2.324346438
0,0,0,913.2,895.3,7,0.664359862,2.68102136
0,0,0,889.8,945,28,0.752941176,2.931193567
0,0,0,931.2,842.6,28,0.576576577,3.464797744
0,0,0,931.2,842.6,7,0.576576577,3.152735823
0,0,0,913.2,895.3,28,0.664359862,3.241419585
0,0,0,931.2,842.6,90,0.576576577,3.730021162
0,0,0,940.6,785.6,7,0.488549618,3.322875205
0,0,0,889.8,945,3,0.752941176,2.104134021
238.2,0,0,1040.6,734.3,7,1.169395466,2.263844122
359.4,0,0,941.6,664.3,7,0.775041736,3.235536062
158.8,0,0,1040.6,734.3,7,0.779596977,2.753023393
272.8,0,0,1012.4,714.3,28,1.020890599,3.330059144
290.2,0,0,998.2,704.3,28,0.959689922,3.485231891
170.3,0,0,1026.6,724.3,7,0.726810176,2.847232086
181.9,0,0,1012.4,714.3,7,0.680718475,2.984165449
359.4,0,0,941.6,664.3,28,0.775041736,3.674780298
147.2,0,0,1055,744.3,28,0.841032609,3.248434422
0,0,0,1040.6,734.3,28,0.467758186,3.498928649
0,0,0,1047.8,739.3,7,0.485490196,3.180966051
316.1,0,0,977,689.3,7,0.881347888,3.082826786
238.2,0,0,1040.6,734.3,28,1.169395466,3.047850035
0,0,0,1091.4,769.3,7,0.627789047,2.697326068
170.3,0,0,1026.6,724.3,28,0.726810176,3.467296965
135.7,0,0,1076.2,759.3,7,0.912530713,2.481567592
0,0,0,1040.6,734.3,7,0.467758186,3.236715539
0,0,0,1104.6,784.3,28,0.486890404,3.11307057
0,0,0,1091.4,769.3,28,0.627789047,3.227637127
342.1,0,0,955.8,674.3,28,0.814473684,3.681350955
147.2,0,0,1055,744.3,7,0.841032609,2.571848418
210.7,0,0,977,689.3,28,0.587472319,3.655839369
203.5,0,0,1076.2,759.3,7,1.368459838,2.016235339
0,0,0,1118.8,789.3,28,0.779924402,2.866761711
0,0,0,1069.2,754.3,7,0.547464623,3.053057148
203.5,0,0,1076.2,759.3,28,1.368459838,2.901421411
290.2,0,0,998.2,704.3,7,0.959689922,2.844909204
135.7,0,0,1076.2,759.3,28,0.912530713,3.119276263
193.5,0,0,998.2,704.3,7,0.639903515,3.084658288
272.8,0,0,1012.4,714.3,7,1.020890599,2.515274028
155.5,0,0,1026.6,724.3,28,1.090428655,3.247657421
316.1,0,0,977,689.3,28,0.881347888,3.632573389
342.1,0,0,955.8,674.3,7,0.814473684,3.087399267
193.5,0,0,998.2,704.3,28,0.639903515,3.497718728
0,0,0,1104.6,784.3,7,0.486890404,2.676903303
158.8,0,0,1040.6,734.3,28,0.779596977,3.292497757
124.1,0,0,1083.4,764.3,7,0.997314715,2.07944141
0,0,0,1069.2,754.3,28,0.547464623,3.462605791
0,0,0,1118.8,789.3,7,0.779924402,2.336019722
0,0,0,1111.6,784.3,28,0.735445545,2.984165449
0,0,0,1047.8,739.3,28,0.485490196,3.622739423
0,0,0,1111.6,784.3,7,0.735445545,2.440606237
210.7,0,0,977,689.3,7,0.587472319,3.196220933
124.1,0,0,1083.4,764.3,28,0.997314715,2.867898721
155.5,0,0,1026.6,724.3,7,1.090428655,2.373043407
181.9,0,0,1012.4,714.3,28,0.680718475,3.44617053
0,0,0,968,781,3,0.581120944,2.581730671
0,0,0,968,781,7,0.581120944,3.043092653
0,0,0,968,781,14,0.581120944,3.297317043
0,0,0,968,781,28,0.581120944,3.466984903
0,0,0,968,781,90,0.581120944,3.560193222
0,0,0,968,781,180,0.581120944,3.595941232
0,0,0,968,781,365,0.581120944,3.660736917
0,0,0,968,885,3,0.822033898,1.867175991
0,0,0,968,885,14,0.822033898,2.552565137
0,0,0,968,885,28,0.822033898,2.913436847
0,0,0,968,885,90,0.822033898,3.088766945
0,0,0,968,885,180,0.81779661,3.18221164
0,0,0,968,885,365,0.81779661,3.222070512
0,0,0,968,856,14,0.689530686,3.05682718
0,0,0,968,856,28,0.689530686,3.25694182
0,0,0,968,856,3,0.689530686,2.43009826
0,0,0,968,856,90,0.689530686,3.442019159
0,0,0,968,856,180,0.689530686,3.475995372
0,0,0,968,856,360,0.689530686,3.517497615
0,0,0,968,863,3,0.779527559,2.23108895
0,0,0,968,863,90,0.779527559,3.293611963
0,0,0,968,863,180,0.779527559,3.318901929
0,0,0,968,863,365,0.779527559,3.394172553
0,0,0,968,812,180,0.628664495,3.540669204
0,0,0,968,812,365,0.628664495,3.587676722
0,0,0,968,812,3,0.628664495,2.528923376
0,0,0,968,812,28,0.628664495,3.31527611
0,0,0,968,812,90,0.628664495,3.494080155
0,0,0,968,885,7,0.81779661,2.301584447
0,0,0,1125,845,7,0.9,2.059238704
0,0,0,1125,845,28,0.9,2.505525779
0,0,0,1113,833,7,0.804444444,2.413231461
0,0,0,1113,833,28,0.804444444,2.853015791
0,0,0,1063,783,7,0.566153846,2.864483806
0,0,0,1063,783,28,0.566153846,3.42001892
0,0,0,1088,808,7,0.665454545,2.653241797
0,0,0,1088,808,28,0.665454545,3.198672916
0,0,0,1075,795,7,0.613333333,2.745987867
0,0,0,1075,795,28,0.613333333,3.290265613
0,0,0,1038,758,7,0.496,3.260401366
0,0,0,1038,758,28,0.496,3.643097032
0,0,0,1025,745,28,0.4675,3.777347864
0,0,0,1025,745,7,0.4675,3.405852978
0,0,0,1100,820,7,0.728,2.543961252
0,0,0,1100,820,28,0.728,3.038312529
0,0,0,1050,770,7,0.531428571,3.009634989
0,0,0,1050,770,28,0.531428571,3.534853543
305.3,0,0,963.4,630,7,1,2.972463459
166.8,0,0,977.6,694.1,90,0.813349321,3.865140776
236,0,0,935.4,781.2,90,1.222929936,3.769998267
212,0,0,971.8,748.5,28,1.44019816,3.397523762
250.2,0,0,975.6,692.6,3,1.220023981,1.93152129
183.9,0,0,958.2,800.1,90,1.659869494,3.502248405
122.6,0,0,959.2,800,3,1.106579663,1.589235105
153,0,0,887,942,3,1.882352941,1.519513109
153,0,0,887,942,90,1.882352941,3.237108389
183.9,0,0,958.2,800.1,28,1.659869494,3.190064542
250.2,0,0,975.6,692.6,28,1.220023981,3.524888632
133,0,0,965.4,806.2,3,0.96,2.43449001
162.4,0,0,938.2,849,28,1.879039705,3.02480533
203.5,0,0,965.4,631,7,0.666557484,3.253856588
162.4,0,0,938.2,849,90,1.879039705,3.375195366
173,0,0,909.8,891.9,90,1.655172414,3.434631941
212,0,0,971.8,748.5,7,1.44019816,2.340843657
236,0,0,935.4,781.2,28,1.222929936,3.516309967
200,0,0,927.4,839.2,28,1.443609023,3.327550632
166.8,0,0,977.6,694.1,7,0.813349321,2.962692233
116,0,0,946.8,856.8,7,1.10982659,2.432735624
288,0,0,929.8,716.1,3,1,2.548663455
288,0,0,929.8,716.1,28,1,3.671733064
102,0,0,888,943.1,3,1.254901961,1.564440448
192,0,0,932,717.8,3,0.666666667,2.779440022
203.5,0,0,965.4,631,28,0.666557484,3.769998267
157,0,0,972.6,749.1,7,0.813559322,3.016514622
116,0,0,946.8,856.8,3,1.10982659,1.937301652
141.3,0,0,973.4,750,7,0.95990566,2.710048033
157,0,0,972.6,749.1,3,0.813559322,2.607861309
122.6,0,0,959.2,800,90,1.106579663,3.482162521
250.2,0,0,975.6,692.6,7,1.220023981,2.756840191
153,0,0,887,942,7,1.882352941,2.038619419
192,0,0,932,717.8,28,0.666666667,3.658420016
141.3,0,0,973.4,750,28,0.95990566,3.496507341
153,0,0,887,942,28,1.882352941,2.849549584
116,0,0,946.8,856.8,28,1.10982659,3.189652765
122.6,0,0,959.2,800,28,1.106579663,3.180134796
200,0,0,927.4,839.2,90,1.443609023,3.599774752
288,0,0,929.8,716.1,90,1,3.926517204
200,0,0,927.4,839.2,7,1.443609023,2.614471689
203.5,0,0,965.4,631,3,0.666557484,2.649007493
157,0,0,972.6,749.1,90,0.813559322,3.866606898
162.4,0,0,938.2,849,3,1.879039705,0.845868214
236,0,0,935.4,781.2,7,1.222929936,2.826721552
192,0,0,932,717.8,7,0.666666667,3.157850924
141.3,0,0,973.4,750,3,0.95990566,1.918391999
141.3,0,0,973.4,750,90,0.95990566,3.681350955
102,0,0,888,943.1,28,1.254901961,2.888146881
157,0,0,972.6,749.1,28,0.813559322,3.49286435
173,0,0,909.8,891.9,28,1.655172414,3.106826125
122.6,0,0,959.2,800,7,1.106579663,2.378619629
162.4,0,0,938.2,849,7,1.879039705,2.043814235
305.3,0,0,963.4,630,28,1,3.730021162
305.3,0,0,963.4,630,3,1,2.257587585
200,0,0,927.4,839.2,3,1.443609023,1.92861853
192,0,0,932,717.8,90,0.666666667,3.922566972
133,0,0,965.4,806.2,7,0.96,2.843163495
133,0,0,965.4,806.2,28,0.96,3.415757317
166.8,0,0,977.6,694.1,3,0.813349321,2.275213753
183.9,0,0,958.2,800.1,3,1.659869494,1.199964707
102,0,0,888,943.1,90,1.254901961,3.2703289
133,0,0,965.4,806.2,90,0.96,3.766996996
173,0,0,909.8,891.9,3,1.655172414,1.837369865
116,0,0,946.8,856.8,90,1.10982659,3.468855811
166.8,0,0,977.6,694.1,28,0.813349321,3.609836019
203.5,0,0,965.4,631,90,0.666557484,4.00003363
288,0,0,929.8,716.1,7,1,3.067122076
236,0,0,935.4,781.2,3,1.222929936,2.271094283
102,0,0,888,943.1,7,1.254901961,2.12465375
212,0,0,971.8,748.5,90,1.44019816,3.680342891
173,0,0,909.8,891.9,7,1.655172414,2.311544688
212,0,0,971.8,748.5,3,1.44019816,1.574846368
183.9,0,0,958.2,800.1,7,1.659869494,2.336986372
250.2,0,0,975.6,692.6,90,1.220023981,3.774368602
305.3,0,0,963.4,630,90,1,3.948547531
0,0,0,1012,830,3,0.619354839,2.472327712
0,0,0,1012,830,7,0.619354839,2.847232086
0,0,0,1012,830,28,0.619354839,3.326114366
0,0,0,1012,830,90,0.619354839,3.576829725
0,0,0,1012,830,120,0.619354839,3.655839369
0,0,0,1025,821,3,0.580060423,2.660958426
0,0,0,1025,821,7,0.580060423,2.858766238
0,0,0,1025,821,28,0.580060423,3.457577497
0,0,0,1025,821,90,0.580060423,3.6352147
0,0,0,1025,821,120,0.580060423,3.673257841
0,0,0,1056,809,3,0.550143266,2.76443036
0,0,0,1056,809,7,0.550143266,2.198334933
0,0,0,1056,809,28,0.550143266,3.51482342
0,0,0,1056,809,90,0.550143266,3.705244574
0,0,0,1056,809,120,0.550143266,3.710151355
0,0,0,1119,789,7,0.781512605,2.489064503
0,0,0,1119,789,28,0.781512605,2.864483806
0,0,0,1090,769,7,0.628378378,2.939690697
0,0,0,1090,769,28,0.628378378,3.226049825
0,0,0,1040,734,7,0.626262626,3.432695832
0,0,0,936,721,28,0.4,3.781686265
0,0,0,936,721,90,0.4,3.994155583
0,0,0,1040,734,28,0.468513854,3.609294747
0,0,0,1104,774,7,0.661921708,2.674148481
0,0,0,1104,774,28,0.658362989,3.110844884
0,0,0,1125,613,1,0.4,2.536866229
0,0,0,1125,613,3,0.4,3.260401366
0,0,0,1125,613,7,0.4,3.502850814
0,0,0,1125,613,14,0.4,3.609294747
0,0,0,1125,613,28,0.4,3.78623276
0,0,0,1125,613,7,0.32037037,3.962905966
0,0,0,1125,613,14,0.32037037,4.090336283
0,0,0,1125,613,28,0.32037037,4.209308548
0,0,0,1125,613,90,0.32037037,4.243625997
0,0,0,1125,613,180,0.32037037,4.271374095
0,0,0,1125,613,270,0.32037037,4.306359484
0,0,0,974,775,7,0.58,2.897567842
0,0,0,974,775,14,0.58,3.114847558
0,0,0,974,775,28,0.58,3.308350623
0,0,0,974,775,56,0.58,3.400530278
0,0,0,974,775,90,0.58,3.44521405
0,0,0,974,775,180,0.58,3.487986292
0,0,0,966,763,1,0.483116883,1.835776239
0,0,0,966,763,3,0.483116883,2.687847324
0,0,0,966,763,7,0.483116883,3.145013778
0,0,0,966,763,14,0.483116883,3.329343068
0,0,0,966,763,28,0.483116883,3.44521405
0,0,0,978,825,180,0.580060423,3.663561415
0,0,0,978,825,360,0.580060423,3.719408424
0,0,0,1047,806,3,0.550143266,2.707383141
0,0,0,978,825,3,0.580060423,2.604169906
0,0,0,1047,739,7,0.486910995,3.17805363
0,0,0,1047,739,28,0.486910995,3.622205092
0,0,0,1111,784,7,0.486910995,2.439734777
0,0,0,1104,774,28,0.661921708,3.110844884
0,0,0,1069,754,7,0.545722714,3.052112414
0,0,0,1069,754,28,0.545722714,3.460723143
0,0,0,1069,769,7,0.627118644,2.694627011
0,0,0,1069,769,28,0.627118644,3.226049825
0,0,0,1118,789,28,0.777310924,2.864483806
0,0,0,1085,765,7,0.648648649,2.653241797
0,0,0,1085,765,28,0.648648649,3.07500526
0,0,0,1085,765,90,0.648648649,3.380654267
0,0,0,879,825,3,0.580060423,2.604169906
0,0,0,978,825,7,0.580060423,2.788707928
0,0,0,978,825,28,0.580060423,3.448398766
0,0,0,978,825,90,0.580060423,3.61711466
0,0,0,1047,806,7,0.550143266,2.897567842
0,0,0,1047,806,28,0.550143266,3.487986292
0,0,0,1047,806,90,0.550143266,3.676047243
0,0,0,1047,806,180,0.550143266,3.714790601
0,0,0,1047,806,360,0.550143266,3.74075984
0,0,0,974,817,14,0.67218543,2.897567842
0,0,0,974,817,180,0.67218543,3.286160364
0,0,0,1125,613,180,0.36,4.125842969
0,0,0,1125,613,90,0.4,3.854817288
0,0,0,1125,613,180,0.4,3.932609391
0,0,0,1125,613,270,0.4,4.0102378
0,0,0,1125,613,3,0.32037037,3.729061008
0,0,0,1111,784,7,0.734126984,2.618125328
0,0,0,1111,784,28,0.734126984,2.980110705
0,0,0,1060,754,28,0.545722714,3.454737931
0,0,0,940,758,3,0.488549618,2.950211572
0,0,0,940,758,28,0.488549618,3.678323708
0,0,0,940,758,90,0.488549618,3.887525129
0,0,0,1047,739,7,0.484293194,3.17805363
0,0,0,1047,739,28,0.484293194,3.622205092
0,0,0,1111,784,7,0.738095238,2.439734777
0,0,0,1111,784,28,0.734126984,2.980110705
0,0,0,970,850,7,0.619354839,2.707383141
0,0,0,970,850,28,0.619354839,3.329343068
0,0,0,970,850,90,0.619354839,3.546162928
0,0,0,970,850,180,0.619354839,3.619797064
0,0,0,970,850,360,0.619354839,3.640476485
0,0,0,1125,613,3,0.36,3.52046058
0,0,0,1125,613,7,0.36,3.747619713
0,0,0,1125,613,14,0.36,3.879499569
0,0,0,1125,613,28,0.36,4.024279434
0,0,0,1125,613,90,0.36,4.073801404
0,0,0,1125,613,270,0.36,4.206332799
0,0,0,974,800,14,0.630434783,3.033509446
0,0,0,974,800,28,0.630434783,3.226049825
0,0,0,974,800,180,0.630434783,3.387436253
0,0,0,974,817,28,0.67218543,3.079613563
0,0,0,1040,734,28,0.465994962,3.665866448
0,0,0,936,721,3,0.4,3.194173011
0,0,0,896,896,7,0.279693487,3.922171089
0,0,0,896,896,28,0.279693487,4.317354499
105,82,9,904,680,28,0.769230769,3.615501756
190,148,19,838,741,28,1.104938272,3.519276448
144,112,10,923,658,28,1.428571429,2.803360204
115,89,9,860,829,28,1.37414966,2.995231959
178,139,18,944,695,28,1.105263158,3.593193977
143,111,22,914,651,28,0.541935484,3.517200835
0,175,18,943,844,28,1.097222222,2.735665195
140,0,6,895,722,28,0.703947368,3.509154302
0,0,7,1013,730,28,0.50802139,3.664842645
149,116,15,953,720,28,1.100628931,3.320709921
239,0,6,1002,684,28,1.307189542,3.290637983
143,0,10,914,804,28,0.541935484,3.813306792
0,100,10,959,705,28,0.642622951,3.405189188
0,184,12,991,772,28,1.105960265,2.745345813
167,130,11,883,785,28,1.225352113,3.797957809
137,107,6,878,655,28,0.674496644,3.980055165
164,0,5,870,774,28,0.591900312,4.046728453
187,0,7,824,757,28,0.521857923,4.188289911
129,100,9,825,805,28,0.614285714,3.966889657
97,76,8,835,821,28,0.76984127,3.508555679
0,150,12,1023,729,28,1.103030303,2.892036855
243,0,11,1022,698,28,1.153846154,3.620600385
188,146,11,829,710,28,1.26875,3.491647064
0,107,6,879,815,28,0.624161074,3.752792543
0,126,6,861,737,28,0.660377358,3.690378097
121,94,9,904,696,28,0.655052265,3.73623979
166,0,9,882,790,28,0.533742331,4.114637006
0,142,11,801,778,28,0.542134831,3.710396063
207,161,5,867,736,28,1.356060606,3.505557176
149,0,8,951,709,28,0.577639752,3.959287948
0,200,13,849,846,28,1.103658537,2.714032102
0,113,10,925,783,28,0.541401274,3.64961851
0,128,11,870,780,28,0.566978193,3.617920137
164,128,6,869,656,28,1.692857143,3.561897768
121,0,7,908,829,28,0.614583333,3.74075984
0,107,11,880,744,28,0.704697987,3.46166491
111,86,6,833,790,28,0.735849057,3.726656583
250,0,12,1049,688,28,1.05,3.675033815
260,0,13,859,827,28,1.102409639,3.6352147
116,90,9,870,768,28,0.652173913,3.790532869
0,116,10,818,813,28,0.608695652,3.439776647
139,109,6,892,780,28,1.295302013,3.165052818
187,0,11,990,789,28,1.106918239,3.489208039
100,78,9,864,761,28,0.770114943,3.478158203
92,71,6,853,695,28,1.042194093,3.354454907
0,113,8,1002,689,28,0.568690096,3.605497618
183,0,9,1047,697,28,1.24516129,2.905807383
230,0,3,827,872,28,1.383561644,3.498323872
0,107,11,819,778,28,0.746621622,3.447444415
210,0,3,949,795,28,1.473684211,3.434954262
145,0,8,867,824,28,0.568690096,3.793013979
0,112,8,992,816,28,1.210526316,2.499795105
145,113,8,1002,689,28,1.163398693,3.241028425
133,103,7,916,753,28,1.428571429,3.595666845
236,0,13,847,893,28,1.181208054,3.495294484
0,120,10,878,728,28,0.706666667,3.171364642
145,113,8,867,824,28,1.163398693,3.266903588
0,137,16,1002,830,28,1.067567568,2.887589933
0,138,11,801,792,28,0.610429448,3.705736337
145,0,8,1000,822,28,1.163398693,2.944964971
111,86,5,895,733,28,0.744274809,3.518090911
0,195,11,898,713,28,1.392405063,2.144760872
0,185,16,1074,678,28,1.105960265,2.59972216
0,90,11,931,762,28,0.728937729,3.473207698
118,92,7,953,780,28,1.228187919,3.157850924
169,143,8,967,643,28,1.335664336,3.391820006
101,78,10,936,763,28,0.657692308,3.907412146
161,0,10,917,759,28,0.568690096,3.959669409
120,0,7,970,794,28,0.591549296,3.711863056
0,0,3,986,817,28,0.541666667,3.803546289
0,134,11,979,812,28,1.248275862,2.580216667
237,0,12,1069,675,28,1.16,3.622472293
170,133,8,814,805,28,1.333333333,3.396854418
170,0,8,811,802,28,0.589123867,4.036185393
0,143,9,1047,697,28,1.24516129,2.522523354
183,0,9,877,868,28,1.24516129,3.169265124
0,166,10,961,805,28,1.333333333,2.587011709
112,87,10,910,745,28,0.669172932,3.67427307
145,113,8,869,690,28,0.570063694,3.833628696
145,0,8,1000,822,28,0.405750799,3.795938287
173,0,3,986,817,28,1.246575342,3.167161189
136,106,7,941,774,28,1.236111111,3.263466502
0,182,15,839,884,28,1.222972973,2.742129342
117,91,7,946,666,28,0.689530686,3.774368602
0,107,13,953,784,28,0.55033557,3.579622242
145,0,8,1002,689,28,0.568690096,3.714790601
184,143,9,880,699,28,1.251612903,3.36695073
134,0,6,924,760,28,0.674740484,3.833844982
175,0,2,1000,828,28,1.155405405,3.292869297
0,179,8,824,869,28,1.393103448,2.355177394
0,0,8,1000,822,28,0.568690096,3.222867643
162,126,10,923,764,28,1.264705882,3.369706502
0,143,9,877,868,28,1.24516129,2.276240974
99,77,6,919,749,28,0.741176471,3.52046058
207,172,10,822,638,28,1.333333333,3.6848712
196,98,6,847,783,28,1.463235294,3.294724929
163,128,8,961,641,28,1.201219512,3.304319098
214,164,10,820,680,28,1.24691358,3.422632446
214,152,9,819,704,28,1.27388535,3.498021346
153,194,8,935,623,28,1.288590604,3.201932902
105,193,6,965,643,28,1.451851852,3.086942959
209,161,7,848,669,28,1.264150943,3.430108509
15,195,6,1021,709,28,1.222222222,2.730463624
174,185,7,845,612,28,1.480519481,3.192120886
187,195,7,898,636,28,1.107784431,3.173459761
86,190,6,923,623,28,1.157608696,3.132445899
178,187,7,854,614,28,1.416666667,3.381334539
91.7,71.5,6,852.9,695.4,28,1.042211904,3.354454907
0,113,8,1001.9,688.7,28,0.569741462,3.605497618
183.4,0,9.1,1047.4,696.7,28,1.24870801,2.906354279
230.5,0,3.4,827,871.8,28,1.387936943,3.487986292
0,106.7,10.5,819.2,778.4,28,0.747972973,3.447444415
210.2,0,3.1,949.4,795.3,28,1.470323065,3.365224509
145,0,8,867.2,824,28,0.569741462,3.711863056
0,111.9,7.9,992,815.9,28,1.216358839,2.499795105
145,113,8,1001.9,688.7,28,1.165904637,3.241028425
132.6,103.3,7.4,916,753.4,28,1.431736955,3.595666845
236,0,12.6,846.8,892.7,28,1.175919732,3.495294484
0,119.8,9.9,878.2,727.6,28,0.705470314,3.171364642
145,113,8,867.2,824,28,1.165904637,3.266903588
0,136.6,16.1,1001.8,830.1,28,1.067521945,2.888146881
0,137.9,10.8,801.1,792.5,28,0.60949464,3.654028946
144.7,0,8,999.7,822.2,28,1.166339227,2.944964971
110.5,86.1,5,895.2,732.6,28,0.746086292,3.518090911
0,194.9,11,897.7,712.9,28,1.386994949,2.144760872
0,185.3,15.6,1074.5,678,28,1.106171201,2.59972216
0,89.6,10.6,931.3,762.2,28,0.728906823,3.473517824
117.6,91.7,7.1,953.4,780.3,28,1.227516779,3.157850924
169.4,142.7,8.4,967.4,643.5,28,1.333566434,3.392156423
100.6,78.4,10.4,935.7,762.9,28,0.65640631,3.907412146
160.5,0,9.6,916.6,759.5,28,0.56759348,3.959860085
119.7,0,7.2,970.4,794.2,28,0.592605634,3.711863056
0,0,3.4,985.8,816.8,28,0.540564636,3.80376918
0,133.6,11.1,979.5,811.5,28,1.248618785,2.580216667
236.8,0,11.9,1069.3,674.8,28,1.158666667,3.622472293
170.2,132.6,8.5,814.1,805.3,28,1.333333333,3.396854418
169.6,0,8.1,811,802.3,28,0.589712557,4.036362025
0,142.8,9.1,1047.4,696.7,28,1.24870801,2.522523354
183.4,0,9.1,877.2,867.7,28,1.24870801,3.169265124
0,165.7,10,961,804.9,28,1.337787676,2.587011709
112.3,87.5,10.4,909.7,744.5,28,0.668294515,3.67427307
145.3,113.2,8,869.1,690.2,28,0.569745223,3.833628696
144.7,0,8,999.7,822.2,28,0.407099456,3.795938287
172.6,0,3.4,985.8,816.8,28,1.248455731,3.167161189
136.3,106.2,7.5,941.5,774.3,28,1.23852573,3.263848985
0,182.1,15,838.9,884.3,28,1.224848076,2.742773464
116.8,91,7,946.5,665.6,28,0.688086643,3.774598091
0,107.5,12.8,953.2,784,28,0.548809124,3.579901066
145,0,8,1001.9,688.7,28,0.569741462,3.714790601
183.9,143.2,9.2,879.6,698.5,28,1.24871134,3.36695073
133.7,0,5.5,924.1,760.1,28,0.674394464,3.834061222
175.1,0,2.2,1000,828.5,28,1.158322057,3.292869297
0,178.9,7.8,824,868.7,28,1.387207703,2.355177394
0,0,8,999.7,822.2,28,0.569555484,3.222867643
161.6,125.8,10.4,922.6,764.4,28,1.258064516,3.369706502
0,142.8,9.1,877.2,867.7,28,1.24870801,2.276240974
98.8,77,6.5,919,749.3,28,0.738738739,3.52046058
